ItemNum,ItemName,Dept_ID,Price,Prompt_Quantity
1140501012,NAVARRO CORREAS CHARD,02,9.99000000,False
1140800021,VENTANA CHAR 750ML,02,8.99000000,False
1144322042,ESSER MERLOT 750,02,10.99000000,False
1147250757,FLORA SPRINGS CAB SAU 750ML,02,39.99000000,False
1147252750,FLORA TRILOGY RED,02,89.99000000,False
1151941240,CHATEAU MAISON BLANCHE 750ML,02,21.99000000,False
1151942675,CHATEAU LESTRUELLE MEDOC 750ML,02,21.99000000,False
1153801003,1800 Anejo 750ml,01,45.99000000,False
1153801010,1800 REPOSADO,01,8.49000000,False
1153801011,1800 SILVER TEQUIL 50ML,01,2.99000000,False
1153801012,1800 SILVER TEQUILA 375 ML,01,16.99000000,False
1153801013,1800 SILVER TEQUILA 750ML,01,28.99000000,False
1153801014,1800 SILVER TEQUILA 1.0L,01,39.99000000,False
1153801015,1800 SILVER TEQUILA 1.75L,01,49.99000000,False
1153801021,1800 REPOSADO TEQUILA 50ML,01,2.99000000,False
1153801022,1800 REPOSADO TEQUILA  375ML,01,16.99000000,False
1153801023,1800  REPOSADO TEQUILA 750,01,31.99000000,False
1153801024,1800 TEQ REPOSADO 1.L,01,39.99000000,False
1153801025,1800 REPOSADO TEQUILA 1.75L,01,51.99000000,False
1153801029,1800 COCONUT TEQUILA 50ML,01,2.99000000,False
1153801033,1800 TEQ SILVER 100PR 750ML,01,32.99000000,False
1153801036,1800 COCONUT TEQUILA 375ML,01,15.99000000,False
1153801037,1800 COCONUT TEQUILA 750ML,01,28.99000000,False
1153801038,1800 COCONUT TEQ 1L,01,37.99000000,False
1153801039,1800 Ultimate Pineapple 1.75L,02,23.99000000,False
1153801040,1800 COCONUT 1.75L,01,51.99000000,False
1153801046,1800 Milenio Anejo 750ml,01,279.99000000,False
1153801047,1800 SKINNY MARGARITA 750ML,01,9.99000000,False
1153801058,KRAKEN BL SPICE  RUM,01,1.99000000,False
1153801059,HANGER 1 HAND MADE VODKA 750ML,01,29.99000000,False
1153801074,THREE OLIVES TARTZ 1L,01,19.99000000,False
1153801076,JOSE CUERVO GOLD 1.75L,01,40.99000000,False
1153801085,JOSE CUERVO SILVER 750ML,01,20.99000000,False
1153801089,JOSE CUERVO GOLD 375 ML,01,12.99000000,False
1153801094,Jose Gold Tequila 50ml,01,2.99000000,False
1153801099,JOSE CUERVO LIME MAR,01,18.99000000,False
1153801103,JOSE CUERVO STR LIME 1.75L,01,18.99000000,False
1153801106,Jose Cuervo Grapefruit Tangeri,01,18.99000000,False
1153801131,JOSE CUERVO CINNAMON 750ML,01,19.99000000,False
1153801132,JOSE CUERVO CINNAMON 1L,01,21.99000000,False
1153801133,JOSE CUERVO CINNAMON 1.75L,01,29.99000000,False
1153801134,JOSE CINNAMON 375ML,02,11.99000000,False
1153801142,JOSE CUERVO TRADICION 750ML,01,24.99000000,False
1153801145,Jose Cuervo Reserva 750ml,01,219.99000000,False
1153801147,Jose Cuervo Reserva Platino,01,74.99000000,False
1153801158,Jose Cuervo White Peach 1.75L,01,18.99000000,False
1153801182,THREE OLIVE CHERRY 50ML,01,1.01000000,False
1153801183,THREE OLIVE GRAPE 50ML,01,1.01000000,False
1153801184,THREE OLIVES LOOPY 50ML,01,1.00000000,False
1153801187,TINCUP COLORADO 750ML,01,32.99000000,False
1153801188,TINCUP COLORADO 1.75L,01,59.99000000,False
1153801194,THREE OLIVES COCONUT 1.0L,01,18.99000000,False
1153801201,AGAVERO ORANGE LIQ,02,24.99000000,False
1153801202,AGAVERO ORANGE 375ml,01,13.99000000,False
1153801203,Maestro Dobel Diamante 750ml,01,45.99000000,False
1153801207,AGAVERO TEQUILA LIQ 750ML,01,31.99000000,False
1153801224,JOSE CUERVO ICED TEAGARITA,01,19.99000000,False
1153801226,Three Olives Jacked Apple,01,17.99000000,False
1153801227,THREE OLIVE JACKED APPLE 1.0L,01,18.99000000,False
1153801229,MAESTRO DOBEL ANEJO 750ML,01,53.99000000,False
1153801283,JOSE CUERVO COCONUT PINE 1.75L,01,18.99000000,False
1153801286,1800 Ultimate Peach 1.75L,01,23.99000000,False
1153801291,MAESTRO DOBEL REPOS 750ML,01,49.99000000,False
1153801300,KRAKEN BLACK SPIC RUM 1.0L,01,29.99000000,False
1153801301,KRAKEN BLACK SPICE RUM 1.75L,01,35.99000000,False
1153801302,KRAKEN BLACK SPIC RUM 750ML,01,23.99000000,False
1153801308,KRAKEN BLACK SPICE 375ML,01,11.99000000,False
1153801336,THREE OLIVES PEACH 750ML,01,17.99000000,False
1153801340,THREE OLIVES PINEAPPLE 750,01,17.99000000,False
1153801341,THREE OLIVES PINEAPPLE 1.0L,01,18.99000000,False
1153801350,STRANAHAN''S DIAMOND PEAK 750ML,01,71.99000000,False
1153801357,STRANAHANS COLORADO 750ML,01,59.99000000,False
1153801376,Jose Cuervo Pink Lemonade,01,18.99000000,False
1153801381,1800 Ultimate Raspberry 1.75L,01,23.99000000,False
1153801413,GRAN CENTENARIO PLATA TAQILA75,01,19.99000000,False
1153801433,Gran Centenario Leyenda 750ml,01,159.99000000,False
1153801435,Old Camp Blended Whiskey 750ml,788888,20.99000000,False
1153801437,OLD CAMP PEACH PECAN WHIS 750M,01,20.99000000,False
1153801454,Jose Cuervo Honeydew 1.75L,01,20.99000000,False
1153801455,1800 Spicy Margarita 1.75L,01,23.99000000,False
1153801481,Jose Cuervo Raspberry 1.75L,01,18.99000000,False
1153801501,THREE OLIVES PURPLE 1L,01,19.99000000,False
1153801502,THREE OLIVES PURPLE 1.75L,01,22.99000000,False
1153801504,THREE OLIVES LOOPY 1L,01,19.99000000,False
1153801520,THREE OLIVES VODKA 1L,01,18.99000000,False
1153801521,THREE OLIVES VODKA 1.75L,01,24.99000000,False
1153801524,Three Olives Supercola 750ml,02,20.99000000,False
1153801526,THROO OLIVE MANGO 1L,01,19.99000000,False
1153801536,THREEOLIVES RANGATANG 1.0L,01,18.99000000,False
1153801541,THREE OLIVES BUBBLE 1.0L,01,18.99000000,False
1153801548,THREE OLIVES CHERRY 1.0L,01,18.99000000,False
1153801549,THREE OLIVES CHERRY 1.75L,01,24.99000000,False
1153801551,THREE OLIVES CITRUS 1.0L,01,18.99000000,False
1153801560,THREE OLIVES DUDE 1.L,01,18.99000000,False
1153801561,THREE OLIVES DUDE 1.75L,01,25.99000000,False
1153801566,THREE OLIVES CAKE 1 L,01,19.99000000,False
1153801567,THREE OLIVES CAKE 1.75L,01,29.99000000,False
1153801569,THREE OLIVES SUPERCOLA 1.0L,01,13.99000000,False
1153801570,THREE OLIVES LOOPY 1.75L,01,22.99000000,False
1153801583,THREE OLIVES WHIPPED CREAM 1L,01,18.99000000,False
1153801584,THREE OLIVES WHIPED 1.75L,01,19.99000000,False
1153801605,THREE OLIVES SMORES 1L,01,20.99000000,False
1153801606,THREE OLIVES S''MORE 1.75L,01,26.99000000,False
1153801612,THREE OLIVES STRAWBERRY 1.0L,01,19.99000000,False
1153801619,Bushmill irish whiskey 50ml,01,1.49000000,False
1153801644,1800 Ultimate Watermelon 1.75L,01,23.99000000,False
1153801646,1800 Cristalino Anejo 750ml,01,69.99000000,False
1153801693,Kraken Black Roast 750ml,9999999,23.99000000,False
1153801733,Stranahans Sherry Cask 750ml,5454545,74.99000000,False
1153801797,Jose Cuervo Berry Punch 1.75L,01,18.99000000,False
1153801809,SEXTON SINGLE MALT 750ML,01,33.99000000,False
1153801856,BUSHMILLS RED BUDH WHISK 750ML,01,27.99000000,False
1153801892,1800 Ultimate Mango 1.75L,01,23.99000000,False
1153801895,1800  Ultimate Blood Orange,01,23.99000000,False
1153801900,Three Olives Egg Nog 750ml,66666666,11.99000000,False
1153801915,1800 Ultimate Original 1.75L,01,23.99000000,False
1153801917,VIRGINIA BLACK WHISKEY 750ML,01,35.99000000,False
1153801944,Jose Cuervo Red Sangria 1.75L,01,18.99000000,False
1153801956,Proper Twelve Irish Whiskey,01,34.99000000,False
1153801959,Jose Cuervo Reserva Reposado,01,79.99000000,False
1153801966,Proper Twelve 1L,788888,39.99000000,False
1153801967,Proper Twelve Bourbon 1.75L,788888,59.99000000,False
1160780075,HEIDSIECK & CO MONOPOLE 750ML,01,42.99000000,False
1161100008,SYMMETRY NEMEA  RED 750ML,02,10.99000000,False
1161100405,ACHAIA CLAUSS RETSINA,02,7.99000000,False
1161100414,ACHAIA CLAUSS MAVRODAPHNE RED,02,8.99000000,False
1161100415,ACHAIA CLAUSS OUZO,01,11.99000000,False
1162900000,El Dorado 15Year 750ml,01,52.99000000,False
1162900055,El Dorado 21Year 750ml,01,129.99000000,False
1162900089,El Dorado 5 Year 750ml,01,22.99000000,False
1162900101,El Dorado 8Year 750ml,01,30.99000000,False
1169901229,GRANDIN BRUT 187 ML,02,4.99000000,False
1175102000,STOLICHNAYA VODKA 750 ML,01,19.99000000,False
1175102021,STOLICHNAYA HOT JELAPENO  1.0L,01,24.99000000,False
1175102036,STOLICHNAYA CITROS VODKA 1.L,01,24.99000000,False
1175102039,Stolichnaya Orange 750ml,01,20.99000000,False
1175102046,STOLICHNAYA RAZBERI 375ML,01,9.99000000,False
1175102047,Stoli Vanilla 750ml,66666666,21.99000000,False
1175102050,STOLICHNAYA STRASBERI VODKA 1L,01,24.99000000,False
1175102061,STOLICHNAYA ELIT VODKA 1.0L,01,52.99000000,False
1175102074,STOLI BLUEBERI 375ML,01,11.99000000,False
1175102076,STOLI BLUEBERI VODKA 50ML,01,1.99000000,False
1175102086,Stoli Orange 375ml,01,11.99000000,False
1175102093,STOLI RAZBERI VODKA 50ML,01,1.99000000,False
1175102099,STOLICHNAYA 50ML,01,1.29000000,False
1175102121,STOLI VANILLA 375ML,01,9.99000000,False
1175102129,STOLICHANYA ELIT 375ML,01,26.99000000,False
1175102155,STOLICHNAYA GLUTEN FREE1.0L,01,25.99000000,False
1175102156,STOLICHNAYA GLUTEN FREE750ML,01,19.99000000,False
1175102157,STOLICHNAYA GLUTEN FREE 50ML,01,1.29000000,False
1175102197,Cenote Blanco Tequila 750ml,01,39.99000000,False
1175102220,Stolichnaya Elit 1L,01,54.99000000,False
1175102266,Stoli Cucumber 1L,66666666,24.99000000,False
1175102291,Stoli Lime 1L,66666666,24.99000000,False
1185204031,PONZI TAVOLA PINOT NOIR 750ML,02,29.99000000,False
1188200713,Ratti Nebbiolo Wine 750ml,02,26.99000000,False
1199401007,HENDRY PINOT NOIR 750ML,02,49.99000000,False
1206602003,Macallan Rare Cask 2023 750ml,5454545,399.99000000,False
1206602004,BRUGAL ANEJO RUM 375ML,01,10.99000000,False
1206602005,BRUGAL ANEJO RUM 750ML,01,24.99000000,False
1206602006,BRUGAL ANEJO RUM 1.0L,01,31.99000000,False
1206602007,BRUGAL ANEJO RUM 1.75L,01,36.99000000,False
1206602008,Brugal Extra Dry 375ml,01,10.99000000,False
1206602010,BRUGAL EXTRA DRY RUM 1.0L,01,24.99000000,False
1206602011,BRUGAL EXTRA DRY RUM 1.75L,01,31.99000000,False
1206602013,Brugal XV Rum 750ml,9999999,25.99000000,False
1206602014,Brugal XV Rum 1L,9999999,31.99000000,False
1206602017,BRUGAL EXTRA VIEJO RUM 750ML,01,27.99000000,False
1206602018,BRUGAL EXTRA VIEJO RUM 1.0L,01,36.99000000,False
1206602021,Famous Grouse Black 750ml,5454545,36.99000000,False
1206602035,Macallan 18Year Sherry 750ml,5454545,419.99000000,False
1206602060,MACALLAN 25YER SCOTCH 750ML,01,2499.99100000,False
1206602108,CUTTY SARK SCOTCH WHISKEY 50ML,01,0.99000000,False
1206602132,Famous Grouse Smoky Black1.75L,01,61.99000000,False
1206602159,Macallan 12 Year Double Cask,01,84.99000000,False
1206602184,Macallan 12 Year Double Cask,5454545,49.99000000,False
1206602202,Naked Malt Scotch 750ml,5454545,37.99000000,False
1206602205,Highland Park 17 Year Dark,5454545,399.99000000,False
1206602241,MACALLAN CLASSIC CUT 750ML,01,149.99000000,False
1206602247,MACALLAN EDITION NO 4,01,159.99000000,False
1206602261,Glenrothes 10Years 750ml,01,52.99000000,False
1206602262,Glenrothes 12 Years 750ml,01,59.99000000,False
1206602264,Glenrothes 18 Years 750ml,01,199.99000000,False
1206602299,Macallan Estate 750ml,01,299.99000000,False
1206602313,MACALLAN EDITION NO 5 750ML,02,185.99000000,False
